UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
8141,5624,1,-0.19738586056990085,0.6074442385889633,1.0996477832204994,-1.432971017779604,-0.5036089013971365,0,0,0,0,0,0
8142,5625,1,-0.19738586056990085,0.5399268457911044,-0.9408276144972835,1.0219711493057164,-0.4721509641094309,0,0,0,0,0,0
8143,8998,2,-0.14727787590365093,0.674961631386861,-0.5173327206313287,1.0107613677208511,-0.4406930268217255,0,0,0,0,0,0
8144,5626,1,-0.14727787590365093,0.6074442385889633,-0.294035412956553,-0.042958101256409184,-0.393506120890167,0,0,0,0,0,0
8145,8999,2,-0.14727787590365093,0.674961631386861,-0.07073810528177597,0.21486687519547437,-0.3620481836024614,0,0,0,0,0,0
8146,9000,2,-0.14727787590365093,0.6074442385889633,1.307545276572876,-0.97336997280016,-0.31486127767090305,0,0,0,0,0,0
8147,5627,1,-0.19738586056990085,0.6074442385889633,0.13715938807060066,-1.0069993175547538,-0.2676743717393448,0,0,0,0,0,0
8148,5628,1,-0.24749384523621623,0.5399268457911044,-0.5250326277925277,0.024300588252777606,-0.23621643445163915,0,0,0,0,0,0
8149,9001,2,-0.24749384523621623,0.4724094529932066,-0.20933643418336204,-0.14384613552018907,-0.20475849716393352,0,0,0,0,0,0
8150,9002,2,-0.19738586056990085,0.5399268457911044,-0.6790307710165117,1.0780200572300385,-0.1575715912323752,0,0,0,0,0,0
8151,9003,2,-0.24749384523621623,0.4724094529932066,-0.7021304925001085,0.057929933007370704,-0.1103846853008169,0,0,0,0,0,0
8152,5629,1,-0.24749384523621623,0.4724094529932066,-0.33253494876254774,0.013090806667913431,-0.06319777936925859,0,0,0,0,0,0
8153,5630,1,-0.24749384523621623,0.4724094529932066,-0.5943317922433208,0.5511603227414084,-0.03173984208155297,0,0,0,0,0,0
8154,5631,1,-0.19738586056990085,0.5399268457911044,-0.06303819812057702,0.18123753044088012,-0.0002819047938473578,0,0,0,0,0,0
8155,5632,1,-0.19738586056990085,0.4724094529932066,-0.9408276144972835,1.268586344172734,0.031176032493858256,0,0,0,0,0,0
8156,5633,1,-0.24749384523621623,0.5399268457911044,-1.7878174022291928,1.3022156889273278,0.06263396978156387,0,0,0,0,0,0
8157,5634,1,-0.19738586056990085,0.5399268457911044,0.991849082963709,-1.1078873518185341,0.09409190706926926,0,0,0,0,0,0
8158,5635,1,-0.19738586056990085,0.5399268457911044,-0.13233736257137005,0.6856777017597819,0.1255498443569749,0,0,0,0,0,0
8159,5636,1,-0.19738586056990085,0.5399268457911044,-0.8869282643688896,0.001881025083048675,0.1570077816446805,0,0,0,0,0,0
8160,769,0,-0.19738586056990085,0.6074442385889633,1.2613458336056798,-1.0742580070639405,0.18846571893238612,0,0,0,0,0,0
8161,9004,2,-0.14727787590365093,0.7424790241847589,0.7916514967725313,-1.175146041327721,0.26711056215165,0,0,0,0,0,0
8162,770,0,-0.19738586056990085,0.674961631386861,1.530842584247653,-1.1863558229125852,0.31429746808320835,0,0,0,0,0,0
8163,5637,1,-0.19738586056990085,0.674961631386861,0.4528555816797676,-0.6482863068390908,0.39294231130247226,0,0,0,0,0,0
8164,5638,1,-0.14727787590365093,0.7424790241847589,0.4528555816797676,-0.4913493646509884,0.42440024859017766,0,0,0,0,0,0
8165,5639,1,-0.19738586056990085,0.6074442385889633,-0.33253494876254774,0.013090806667913431,0.4558581858778835,0,0,0,0,0,0
8166,5640,1,-0.19738586056990085,0.674961631386861,0.2834576241333857,-0.8500623753666506,0.48731612316558887,0,0,0,0,0,0
8167,5641,1,-0.14727787590365093,0.7424790241847589,0.6761528893545445,-1.0518384438942117,0.5187740604532948,0,0,0,0,0,0
8168,771,0,-0.14727787590365093,0.7424790241847589,-1.2488239009452502,0.7080972649295114,0.5502319977410001,0,0,0,0,0,0
8169,5642,1,-0.14727787590365093,0.7424790241847589,1.3460448123788706,-1.1415166965731274,0.6288768409602641,0,0,0,0,0,0
8170,9005,2,-0.09716989123733553,0.8099964169826178,1.7695397062448253,-1.6235373047222996,0.6603347782479695,0,0,0,0,0,0
8171,5643,1,-0.047061906571085645,0.8775138097805156,0.05246040929740972,0.5511603227414084,0.707521684179528,0,0,0,0,0,0
8172,772,0,0.003046078095229761,0.9450312025783746,0.9687493614801121,-0.7043352147634129,0.7389796214672334,0,0,0,0,0,0
8173,5644,1,-0.047061906571085645,0.9450312025783746,0.6222535392261495,-1.3320829835158234,0.8176244646864973,0,0,0,0,0,0
8174,773,0,-0.047061906571085645,0.9450312025783746,-0.140037269732569,-0.424090675141801,0.8490824019742031,0,0,0,0,0,0
8175,5645,1,-0.047061906571085645,0.8775138097805156,-1.1102255720436653,1.2910059073424636,0.927727245193467,0,0,0,0,0,0
8176,9006,2,-0.047061906571085645,0.8775138097805156,-0.5404324421149268,0.04672015142250712,0.9591851824811725,0,0,0,0,0,0
8177,5646,1,-0.09716989123733553,0.8099964169826178,0.3758565100677756,-0.08779722759586704,1.006372088412731,0,0,0,0,0,0
8178,5647,1,-0.14727787590365093,0.7424790241847589,-0.5866318850821218,0.46148207006249203,1.0378300257004365,0,0,0,0,0,0
8179,5648,1,-0.14727787590365093,0.8099964169826178,-1.2565238081064491,1.268586344172734,1.0692879629881422,0,0,0,0,0,0
8180,5649,1,-0.09716989123733553,0.8775138097805156,0.3450568814229798,-0.603447180499633,1.1007459002758475,0,0,0,0,0,0
8181,9007,2,-0.14727787590365093,0.8099964169826178,0.7762516824501334,0.17002774885601593,1.1322038375635535,0,0,0,0,0,0
8182,5650,1,-0.14727787590365093,0.8099964169826178,2.4625313507527533,-1.9149916259287763,1.1793907434951114,0,0,0,0,0,0
8183,9008,2,-0.14727787590365093,0.7424790241847589,1.0303486187697062,-0.9061112832909732,1.2108486807828174,0,0,0,0,0,0
8184,5651,1,-0.09716989123733553,0.7424790241847589,-0.4865330919865317,0.7305168280992398,1.2580355867143755,0,0,0,0,0,0
8186,5652,1,-0.14727787590365093,0.7424790241847589,0.2988574384557836,0.024300588252777606,1.3209514612897866,0,0,0,0,0,0
8187,5653,1,-0.14727787590365093,0.674961631386861,2.400932093463159,-1.72442533898608,1.352409398577492,0,0,0,0,0,0
8188,5654,1,-0.19738586056990085,0.6074442385889633,-0.5173327206313287,0.6184190122505945,1.3838673358651978,0,0,0,0,0,0
8189,9009,2,-0.19738586056990085,0.6074442385889633,0.11405966658700381,-0.22231460661424063,1.4153252731529034,0,0,0,0,0,0
8191,9010,2,-0.14727787590365093,0.6074442385889633,0.8070513110949292,-0.40167111197207206,1.4939701163721673,0,0,0,0,0,0
8192,9011,2,-0.19738586056990085,0.6074442385889633,0.8840503827069212,-1.231194949252043,1.5411570223037259,0,0,0,0,0,0
8193,5655,1,-0.19738586056990085,0.6074442385889633,-2.2036123889339487,2.7370677317899808,1.5883439282352838,1,0,0,0,1,0
8194,5656,1,-0.24749384523621623,0.5399268457911044,2.755127822878321,-2.0719285681168786,1.6198018655229898,0,0,0,0,0,0
8195,5657,1,-0.2976018299024989,0.4724094529932066,-0.6867306781777106,0.5511603227414084,1.651259802810695,0,0,0,0,0,0
8196,5658,1,-0.2976018299024989,0.5399268457911044,-1.0717260362376693,1.470362412700295,1.6827177400984008,1,0,0,0,1,0
8197,5659,1,-0.2976018299024989,0.5399268457911044,0.8224511254173271,-0.8052232490271928,1.7141756773861063,0,0,0,0,0,0
8198,9012,2,-0.2976018299024989,0.4724094529932066,-0.17853680553856377,0.5511603227414084,1.7456336146738116,0,0,0,0,0,0
8199,9013,2,-0.34770981456878153,0.4724094529932066,-1.0871258505600672,0.9098733334570712,1.7928205206053702,0,0,0,0,0,0
8200,5660,1,-0.39781779923506416,0.4724094529932066,1.7079404489552337,-1.5450688336282485,1.8400074265369288,1,1,0,0,0,0
8201,5661,1,-0.34770981456878153,0.5399268457911044,-0.6867306781777106,0.18123753044088012,-1.6990105183299484,0,0,0,0,0,0
8202,9014,2,-0.34770981456878153,0.6074442385889633,2.3932321863019603,-1.7580546837406732,-1.6675525810422427,0,0,0,0,0,0
8203,5662,1,-0.34770981456878153,0.6074442385889633,1.1843467619936903,-0.9397406280455669,-1.6203656751106843,0,0,0,0,0,0
8204,9015,2,-0.2976018299024989,0.6074442385889633,-0.3248350416013488,-0.07658744601100229,-1.5889077378229788,0,0,0,0,0,0
8205,5663,1,-0.2976018299024989,0.6074442385889633,1.8157391492120216,-1.4553905809493328,-1.5417208318914204,0,0,0,0,0,0
8206,9016,2,-0.2976018299024989,0.6074442385889633,-0.5327325349537266,0.7305168280992398,-1.5102628946037149,0,0,0,0,0,0
8207,5664,1,-0.34770981456878153,0.5399268457911044,-0.2478359699893568,0.30454512787438953,-1.4630759886721565,0,0,0,0,0,0
8208,5665,1,-0.39781779923506416,0.4724094529932066,0.15255920239299856,0.20365709361060963,-1.431618051384451,0,0,0,0,0,0
8209,5666,1,-0.39781779923506416,0.4724094529932066,-0.294035412956553,0.36059403579871213,-1.4001601140967452,0,0,0,0,0,0
8210,5667,1,-0.34770981456878153,0.5399268457911044,-0.9562274288196814,0.6856777017597819,-1.36870217680904,0,0,0,0,0,0
8211,774,0,-0.39781779923506416,0.4724094529932066,0.9302498256741174,-1.2760340755915014,-1.3372442395213344,0,0,0,0,0,0
8212,5668,1,-0.39781779923506416,0.4048920601953477,1.230546204960884,-0.838852593781787,-1.25859939630207,0,0,0,0,0,0
8213,775,0,-0.39781779923506416,0.33737466739744987,-1.4336216728140312,0.9098733334570712,-1.2271414590143648,0,0,0,0,0,0
8214,9017,2,-0.39781779923506416,0.33737466739744987,0.25265799548858986,-0.8164330306120575,-1.1484966157951009,0,0,0,0,0,0
8215,5669,1,-0.39781779923506416,0.33737466739744987,-0.9562274288196814,0.5623701043262725,-1.1013097098635423,0,0,0,0,0,0
8216,5670,1,-0.44792578390134685,0.33737466739744987,-0.6020316994045197,0.25970600153493223,-1.069851772575837,0,0,0,0,0,0
8217,5671,1,-0.39781779923506416,0.4048920601953477,-1.1179254792048643,2.367144939489452,-1.0383938352881312,0,0,0,0,0,0
8218,5672,1,-0.44792578390134685,0.4048920601953477,0.47595530316336443,-0.41288089355693625,-1.0069358980004257,0,0,0,0,0,0
8219,5673,1,-0.44792578390134685,0.33737466739744987,-0.2324361556669589,-0.3344124224628858,-0.9754779607127202,0,0,0,0,0,0
8220,5674,1,-0.4980337685676295,0.26985727459955205,-0.08613791960417387,-0.7267547779331424,-0.9440200234250146,0,0,0,0,0,0
8221,9018,2,-0.5481417532339449,0.20233988180169316,0.27575771697218676,-0.6258667436693613,-0.9125620861373089,0,0,0,0,0,0
8222,9019,2,-0.44792578390134685,0.33737466739744987,-0.6713308638553127,0.2484962199500675,-0.8653751802057507,0,0,0,0,0,0
8223,5675,1,-0.4980337685676295,0.33737466739744987,1.8465387778568174,-1.4441807993644682,-0.8181882742741923,0,0,0,0,0,0
8224,5676,1,-0.44792578390134685,0.33737466739744987,-1.4336216728140312,1.582460228548939,-0.7867303369864868,0,0,0,0,0,0
8225,5677,1,-0.44792578390134685,0.33737466739744987,-0.14773717689376795,-0.6258667436693613,-0.7552723996987811,0,0,0,0,0,0
8226,5678,1,-0.44792578390134685,0.33737466739744987,0.1294594809094017,-0.46892980148125885,-0.7238144624110756,0,0,0,0,0,0
8227,5679,1,-0.44792578390134685,0.33737466739744987,-0.9716272431420805,2.31109603156513,-0.69235652512337,0,0,0,0,0,0
8228,9020,2,-0.44792578390134685,0.26985727459955205,0.06786022361980762,1.1901178730786826,-0.6608985878356644,0,0,0,0,0,0
8229,9021,2,-0.44792578390134685,0.26985727459955205,-0.7175303068225077,0.9547124597965291,-0.6137116819041061,0,0,0,0,0,0
8230,5680,1,-0.44792578390134685,0.33737466739744987,1.7233402632776316,-1.5002297072887907,-0.5665247759725478,0,0,0,0,0,0
8231,5681,1,-0.44792578390134685,0.33737466739744987,1.7002405417940347,-1.5562786152131134,-0.5350668386848422,0,0,0,0,0,0
8232,5682,1,-0.44792578390134685,0.33737466739744987,-0.7406300283061046,0.898663551872207,-0.5036089013971365,0,0,0,0,0,0
8233,5683,1,-0.44792578390134685,0.4048920601953477,-1.456721394297628,0.9995515861359869,-0.4721509641094309,0,0,0,0,0,0
8234,9022,2,-0.44792578390134685,0.4048920601953477,-0.5096328134701298,0.2709157831197964,-0.4406930268217255,0,0,0,0,0,0
8235,5684,1,-0.39781779923506416,0.4048920601953477,0.1448592952317996,-0.12142657235046014,-0.393506120890167,0,0,0,0,0,0
8236,9023,2,-0.39781779923506416,0.4048920601953477,-0.5558322564373247,1.1340689651543605,-0.3620481836024614,0,0,0,0,0,0
8237,5685,1,-0.39781779923506416,0.4048920601953477,-0.13233736257137005,0.03551036983764236,-0.31486127767090305,0,0,0,0,0,0
8238,5686,1,-0.44792578390134685,0.4048920601953477,2.1622349714659843,-1.6571666494768933,-0.2834033403831974,0,0,0,0,0,0
8239,5687,1,-0.44792578390134685,0.26985727459955205,0.02936068781381287,0.5063211964019498,-0.25194540309549207,0,0,0,0,0,0
8240,5688,1,-0.4980337685676295,0.26985727459955205,-1.3566226012020393,0.9883418045511227,-0.22048746580778644,0,0,0,0,0,0
8241,5689,1,-0.4980337685676295,0.26985727459955205,-0.2478359699893568,0.08034949617710022,-0.18902952852008081,0,0,0,0,0,0
8243,9024,2,-0.4980337685676295,0.20233988180169316,1.3383449052176717,-1.2424047308369077,-0.1103846853008169,0,0,0,0,0,0
8244,776,0,-0.44792578390134685,0.26985727459955205,-1.1256253863660632,1.5376211022094823,-0.06319777936925859,0,0,0,0,0,0
8245,5690,1,-0.4980337685676295,0.26985727459955205,-0.024538662314582266,-0.22231460661424063,0.01544706385000534,0,0,0,0,0,0
8247,5691,1,-0.4980337685676295,0.20233988180169316,0.2834576241333857,-0.0990070091807318,0.09409190706926926,0,0,0,0,0,0
8248,5692,1,-0.4980337685676295,0.26985727459955205,1.523142677086454,-1.432971017779604,0.1255498443569749,0,0,0,0,0,0
8249,5693,1,-0.5481417532339449,0.20233988180169316,-0.4557334633417359,0.3718038173835769,0.1570077816446805,0,0,0,0,0,0
8250,5694,1,-0.4980337685676295,0.26985727459955205,0.06786022361980762,-0.11021679076559597,0.18846571893238612,0,0,0,0,0,0
8251,9025,2,-0.4980337685676295,0.26985727459955205,-0.9331277073360845,0.4951114148170863,0.21992365622009172,0,0,0,0,0,0
8253,5695,1,-0.4980337685676295,0.26985727459955205,0.38355641722897454,-0.5249787094055814,0.29856849943935565,0,0,0,0,0,0
8254,5696,1,-0.44792578390134685,0.26985727459955205,1.0919478760592978,-1.0966775702336695,0.33002643672706106,0,0,0,0,0,0
8255,9026,2,-0.4980337685676295,0.26985727459955205,0.8455508469009264,-0.41288089355693625,0.36148437401476685,0,0,0,0,0,0
8256,5697,1,-0.4980337685676295,0.26985727459955205,0.6992526108381414,-1.0854677886488047,0.40867127994632496,0,0,0,0,0,0
8257,777,0,-0.4980337685676295,0.33737466739744987,-1.379722322685636,1.7954460786613642,0.4401292172340308,0,0,0,0,0,0
8258,9027,2,-0.4980337685676295,0.4048920601953477,0.5529543747753564,-0.737964559518006,0.5187740604532948,0,0,0,0,0,0
8259,5698,1,-0.44792578390134685,0.4048920601953477,0.6684529821933431,-0.12142657235046014,0.5659609663848528,0,0,0,0,0,0
8260,5699,1,-0.44792578390134685,0.33737466739744987,-0.3402348559237467,-0.2671537329536985,0.5974189036725587,0,0,0,0,0,0
8261,778,0,-0.44792578390134685,0.4048920601953477,-1.410521951330433,0.8089852991932913,0.6288768409602641,0,0,0,0,0,0
8262,779,0,-0.39781779923506416,0.4048920601953477,-0.6251314208881178,0.8538244255327492,0.707521684179528,0,0,0,0,0,0
8264,780,0,-0.39781779923506416,0.4048920601953477,1.453843512635661,-1.1415166965731274,0.8176244646864973,0,0,0,0,0,0
8265,9028,2,-0.44792578390134685,0.4048920601953477,-0.9100279858524865,0.9771320229662586,0.8962693079057616,0,0,0,0,0,0
8266,781,0,-0.44792578390134685,0.4048920601953477,2.1237354356599893,-1.432971017779604,0.9434562138373197,0,0,0,0,0,0
8267,5700,1,-0.44792578390134685,0.4048920601953477,2.331632929012366,-1.8701524995893177,1.0221010570565836,0,0,0,0,0,0
8268,5701,1,-0.39781779923506416,0.4724094529932066,0.1910587381989958,-0.5025591462358525,1.0535589943442896,0,0,0,0,0,0
8269,9029,2,-0.39781779923506416,0.5399268457911044,-0.10153773392657425,-0.11021679076559597,1.0850169316319949,0,0,0,0,0,0
8270,782,0,-0.39781779923506416,0.5399268457911044,1.8927382208240136,-1.1639362597428569,1.1322038375635535,0,0,0,0,0,0
8271,9030,2,-0.44792578390134685,0.5399268457911044,0.01396087349141497,-0.2671537329536985,1.2108486807828174,0,0,0,0,0,0
8272,5702,1,-0.44792578390134685,0.4724094529932066,-1.587619816038014,1.15648852832409,1.2580355867143755,0,0,0,0,0,0
8273,5703,1,-0.5481417532339449,0.4048920601953477,-1.1718248293332583,1.3246352520970572,1.2894935240020813,0,0,0,0,0,0
8274,9031,2,-0.4980337685676295,0.4048920601953477,2.0929358070151913,-2.083138349701743,1.3209514612897866,0,0,0,0,0,0
8275,5704,1,-0.5481417532339449,0.33737466739744987,0.9610494543189132,-1.2984536387612304,1.3681383672213452,0,0,0,0,0,0
8276,9032,2,-0.5481417532339449,0.4048920601953477,1.5770420272148467,-1.7356351205709442,1.3995963045090507,0,0,0,0,0,0
8277,5705,1,-0.5982497379001948,0.33737466739744987,-1.0101267789480766,1.3470548152667856,1.446783210440609,0,0,0,0,0,0
8278,783,0,-0.5982497379001948,0.33737466739744987,-1.703118423456002,1.68334826281272,1.4782411477283146,0,0,0,0,0,0
8279,5706,1,-0.5982497379001948,0.33737466739744987,-0.39413420605214183,0.6296287938354593,1.5568859909475785,0,0,0,0,0,0
8280,5707,1,-0.5982497379001948,0.4048920601953477,2.2161343215943794,-1.72442533898608,1.5883439282352838,0,0,0,0,0,0
8281,5708,1,-0.5982497379001948,0.4048920601953477,0.6684529821933431,-0.18868526185964693,1.6198018655229898,0,0,0,0,0,0
8282,784,0,-0.5481417532339449,0.4048920601953477,0.02936068781381287,-0.22231460661424063,1.651259802810695,0,0,0,0,0,0
8283,9033,2,-0.5481417532339449,0.4724094529932066,0.9456496399965153,-0.8052232490271928,1.729904646029959,0,0,0,0,0,0
8284,785,0,-0.5481417532339449,0.4048920601953477,0.7685517752889345,-0.8724819385363801,1.7770915519615176,0,0,0,0,0,0
8285,5709,1,-0.5982497379001948,0.4048920601953477,1.045748433092104,-0.838852593781787,-1.6990105183299484,0,0,0,0,0,0
8286,5710,1,-0.5481417532339449,0.4048920601953477,-0.9870270574644784,1.3358450336819214,-1.6675525810422427,0,0,0,0,0,0
8287,9034,2,-0.5982497379001948,0.33737466739744987,1.2536459264444808,-0.894901501706109,-1.6360946437545372,0,0,0,0,0,0
8288,5711,1,-0.5481417532339449,0.4048920601953477,0.5375545604529585,-0.3007830777082916,-1.5889077378229788,0,0,0,0,0,0
8289,9035,2,-0.5982497379001948,0.4048920601953477,0.9610494543189132,-0.7828036858574644,-1.5574498005352733,0,0,0,0,0,0
8290,5712,1,-0.5481417532339449,0.4048920601953477,-0.8407288214016946,0.3381744726289826,-1.5102628946037149,0,0,0,0,0,0
8291,9036,2,-0.5481417532339449,0.4048920601953477,1.2613458336056798,-0.5586080541601751,-1.4788049573160091,0,0,0,0,0,0
8292,5713,1,-0.5481417532339449,0.33737466739744987,1.5539423057312498,-1.5562786152131134,-1.431618051384451,0,0,0,0,0,0
8293,786,0,-0.5481417532339449,0.33737466739744987,-0.6636309566941125,-0.0990070091807318,-1.4001601140967452,0,0,0,0,0,0
8294,9037,2,-0.5481417532339449,0.26985727459955205,0.13715938807060066,0.40543316213817,-1.3215152708774813,0,0,0,0,0,0
8295,9038,2,-0.5481417532339449,0.33737466739744987,0.07556013078100905,-0.25594395136883374,-1.2743283649459232,0,0,0,0,0,0
8296,5714,1,-0.5481417532339449,0.26985727459955205,1.7233402632776316,-1.6235373047222996,-1.2271414590143648,0,0,0,0,0,0
8297,5715,1,-0.5481417532339449,0.20233988180169316,-0.6097316065657187,-0.1998950434445117,-1.1956835217266593,0,0,0,0,0,0
8298,9039,2,-0.5982497379001948,0.13482248900379537,0.6145536320649505,-0.8612721569515154,-1.1642255844389535,0,0,0,0,0,0
8299,787,0,-0.6483577225665101,0.06730509620593643,-0.6174315137269176,0.5399505411565436,-1.1170386785073951,0,0,0,0,0,0
8300,5716,1,-0.6483577225665101,-0.00021229659196135645,0.9379497328353164,-1.0069993175547538,-1.0383938352881312,0,0,0,0,0,0
8301,5717,1,-0.6483577225665101,0.06730509620593643,0.3296570671005794,-0.3568319856326142,-1.0069358980004257,0,0,0,0,0,0
8302,9040,2,-0.6483577225665101,0.06730509620593643,0.991849082963709,-0.7491743411028707,-0.9754779607127202,0,0,0,0,0,0
8303,5718,1,-0.6483577225665101,0.06730509620593643,0.9687493614801121,-1.0854677886488047,-0.9282910547811618,0,0,0,0,0,0
8304,5719,1,-0.5982497379001948,0.13482248900379537,-0.08613791960417387,0.024300588252777606,-0.8968331174934563,0,0,0,0,0,0
8305,9041,2,-0.6483577225665101,0.06730509620593643,-0.07073810528177597,1.1116494019846321,-0.8653751802057507,0,0,0,0,0,0
8306,788,0,-0.5982497379001948,0.06730509620593643,-1.0409264075928724,0.36059403579871213,-0.8181882742741923,0,0,0,0,0,0
8307,9042,2,-0.6483577225665101,0.06730509620593643,0.26035790264978886,0.19244731202574486,-0.7395434310549283,0,0,0,0,0,0
8309,5720,1,-0.6483577225665101,0.06730509620593643,-0.8792283572076907,0.5063211964019498,-0.6451696191918117,0,0,0,0,0,0
8310,9043,2,-0.6483577225665101,-0.00021229659196135645,-0.4326337418581366,-0.06537766442613753,-0.6137116819041061,0,0,0,0,0,0
8311,5721,1,-0.6483577225665101,-0.06772968938985914,-0.3864342988909429,-0.12142657235046014,-0.5665247759725478,0,0,0,0,0,0
8312,9044,2,-0.5982497379001948,-0.00021229659196135645,-1.695418516294803,1.3358450336819214,-0.5350668386848422,0,0,0,0,0,0
8313,9045,2,-0.5982497379001948,-0.00021229659196135645,0.10635975942580486,-0.25594395136883374,-0.48787993275328384,0,0,0,0,0,0
8314,9046,2,-0.5982497379001948,-0.00021229659196135645,-0.24013606282815786,0.46148207006249203,-0.4406930268217255,0,0,0,0,0,0
8315,5722,1,-0.5982497379001948,-0.06772968938985914,1.7233402632776316,-1.1415166965731274,-0.393506120890167,0,0,0,0,0,0
8316,789,0,-0.6483577225665101,-0.13524708218771808,-0.7175303068225077,-0.009328756501815498,-0.3620481836024614,0,0,0,0,0,0
8317,5723,1,-0.5982497379001948,-0.13524708218771808,-0.4018341132133408,-0.08779722759586704,-0.2834033403831974,0,0,0,0,0,0
8318,5724,1,-0.6483577225665101,-0.20276447498561587,1.16894694767129,-1.1639362597428569,-0.25194540309549207,0,0,0,0,0,0
8319,790,0,-0.6483577225665101,-0.20276447498561587,0.38355641722897454,-0.16626569868991858,-0.22048746580778644,0,0,0,0,0,0
8320,5725,1,-0.6483577225665101,-0.20276447498561587,-0.9408276144972835,0.5511603227414084,-0.1418426225885225,0,0,0,0,0,0
8321,9047,2,-0.5982497379001948,-0.20276447498561587,-0.47883318482533277,0.7753559544386976,-0.1103846853008169,0,0,0,0,0,0
8322,5726,1,-0.5982497379001948,-0.2702818677834748,-0.5635321635985236,1.0331809308905806,-0.06319777936925859,0,0,0,0,0,0
8323,5727,1,-0.6483577225665101,-0.2702818677834748,-1.1641249221720593,0.46148207006249203,-0.03173984208155297,0,0,0,0,0,0
8324,791,0,-0.6483577225665101,-0.3377992605813726,-0.47883318482533277,-0.042958101256409184,-0.0002819047938473578,0,0,0,0,0,0
8325,9048,2,-0.6483577225665101,-0.3377992605813726,-0.9331277073360845,0.5847896674960015,0.07836293842541657,0,0,0,0,0,0
8326,9049,2,-0.6483577225665101,-0.3377992605813726,-0.11693754824897215,-0.22231460661424063,0.1255498443569749,0,0,0,0,0,0
8327,792,0,-0.6984657072327601,-0.3377992605813726,0.06016031645860867,-0.737964559518006,0.1727367502885332,0,0,0,0,0,0
8328,9050,2,-0.6483577225665101,-0.2702818677834748,-2.0111147099039686,1.8290754234159579,0.2513815935077971,0,0,0,0,0,0
8329,5728,1,-0.6984657072327601,-0.3377992605813726,-1.464421301458827,1.2797961257575994,0.29856849943935565,0,0,0,0,0,0
8330,5729,1,-0.5982497379001948,-0.20276447498561587,-0.7021304925001085,0.9883418045511227,0.33002643672706106,0,0,0,0,0,0
8331,5730,1,-0.5982497379001948,-0.20276447498561587,-0.07843801244297492,-0.1998950434445117,0.36148437401476685,0,0,0,0,0,0
8332,9051,2,-0.5982497379001948,-0.20276447498561587,-0.9485275216584824,0.8874537702873428,0.39294231130247226,0,0,0,0,0,0
8333,5731,1,-0.5982497379001948,-0.20276447498561587,0.10635975942580486,0.36059403579871213,0.4401292172340308,0,0,0,0,0,0
8334,9052,2,-0.5982497379001948,-0.20276447498561587,-0.294035412956553,0.8650342071176134,0.4715871545217362,0,0,0,0,0,0
8335,9053,2,-0.5982497379001948,-0.20276447498561587,-0.4326337418581366,0.7305168280992398,0.5187740604532948,0,0,0,0,0,0
8337,5732,1,-0.5481417532339449,-0.20276447498561587,-0.5096328134701298,0.898663551872207,0.6131478723164113,0,0,0,0,0,0
8338,9054,2,-0.5982497379001948,-0.20276447498561587,0.5683541890977543,-0.6146569620844977,0.6446058096041167,0,0,0,0,0,0
8339,5733,1,-0.5982497379001948,-0.20276447498561587,1.7310401704388305,-1.3769221098552813,0.6917927155356752,0,0,0,0,0,0
8340,9055,2,-0.5982497379001948,-0.20276447498561587,-0.12463745541017111,-0.05416788284127394,0.7232506528233806,0,0,0,0,0,0
8341,9056,2,-0.5982497379001948,-0.20276447498561587,-0.27093569147295615,-0.3007830777082916,0.7704375587549392,0,0,0,0,0,0
8342,5734,1,-0.5982497379001948,-0.20276447498561587,1.8157391492120216,-1.253614512421772,0.8176244646864973,0,0,0,0,0,0
8343,5735,1,-0.6483577225665101,-0.20276447498561587,-0.03993847663698017,-0.020538538086679672,0.8490824019742031,0,0,0,0,0,0
8344,793,0,-0.5982497379001948,-0.13524708218771808,-0.6020316994045197,0.8314048623630208,0.8805403392619086,0,0,0,0,0,0
8345,5736,1,-0.5982497379001948,-0.20276447498561587,0.7223523323217382,-0.042958101256409184,0.9591851824811725,0,0,0,0,0,0
8346,794,0,-0.5982497379001948,-0.13524708218771808,-0.19393661986096414,-0.5473982725753104,0.9906431197688783,0,0,0,0,0,0
8347,5737,1,-0.6483577225665101,-0.20276447498561587,0.6607530750321442,-0.5698178357450387,1.0692879629881422,0,0,0,0,0,0
8348,5738,1,-0.6483577225665101,-0.2702818677834748,1.153547133348892,-1.0854677886488047,1.1007459002758475,0,0,0,0,0,0
8349,9057,2,-0.6483577225665101,-0.2702818677834748,-0.4865330919865317,0.21486687519547437,1.1322038375635535,0,0,0,0,0,0
8350,9058,2,-0.6483577225665101,-0.3377992605813726,-0.21703634134456098,-0.8052232490271928,1.1793907434951114,0,0,0,0,0,0
8351,9059,2,-0.6483577225665101,-0.2702818677834748,-1.0255265932704745,0.8201950807781555,1.22657764942667,0,0,0,0,0,0
8352,9060,2,-0.6483577225665101,-0.2702818677834748,1.3152451837340748,-1.6347470863071643,1.2737645553582282,0,0,0,0,0,0
8353,5739,1,-0.6984657072327601,-0.2702818677834748,-0.1862367126997652,-0.43530045672666573,1.3209514612897866,0,0,0,0,0,0
8354,5740,1,-0.6483577225665101,-0.2702818677834748,-0.5635321635985236,1.6609286996429906,1.352409398577492,0,0,0,0,0,0
